,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP.1,PTS.1,TRB.1,AST.1,Year
15,16,William Cunningham,"Feb 14, '98, UTA @ SEA",23,1,7,39,4,9,0,0,0,0,4,10,1,2,0,0,10,8,0.444,,,5.6,1.1,1.4,0.1,1998
16,17,Antonio Daniels,"Oct 31, '97, VAN vs. DAL",22,1,74,1956,228,548,11,52,112,170,22,143,334,55,10,164,88,579,0.416,0.212,0.659,26.4,7.8,1.9,4.5,1998
17,18,Tim Duncan*,"Oct 31, '97, SAS @ DEN",21,1,82,3204,706,1287,0,10,319,482,274,977,224,55,206,279,254,1731,0.549,0.0,0.662,39.1,21.1,11.9,2.7,1998
18,19,Tony Farmer,"Oct 31, '97, CHH vs. NYK",28,1,27,169,17,53,2,9,31,39,16,32,5,10,4,9,23,67,0.321,0.222,0.795,6.3,2.5,1.2,0.2,1998
19,20,Danny Fortson,"Oct 31, '97, DEN vs. SAS",21,1,80,1811,276,611,1,3,263,339,182,448,76,44,30,157,314,816,0.452,0.333,0.776,22.6,10.2,5.6,1.0,1998
20,21,Adonal Foyle,"Oct 31, '97, GSW @ MIN",22,1,55,656,69,170,0,1,27,62,73,184,14,13,52,50,94,165,0.406,0.0,0.435,11.9,3.0,3.3,0.3,1998
21,22,Lawrence Funderburke,"Nov 2, '97, SAC vs. HOU",27,1,52,1094,191,390,1,7,110,162,80,234,63,19,15,62,56,493,0.49,0.143,0.679,21.0,9.5,4.5,1.2,1998
22,23,Chris Garner,"Oct 31, '97, TOR @ MIA",22,1,38,293,23,70,4,14,3,7,7,24,45,21,4,25,50,53,0.329,0.286,0.429,7.7,1.4,0.6,1.2,1998
23,24,Kiwane Lemorris Garris,"Dec 3, '97, DEN vs. LAL",23,1,28,225,22,65,5,14,19,25,3,19,28,7,1,15,22,68,0.338,0.357,0.76,8.0,2.4,0.7,1.0,1998
24,25,Ed Gray,"Oct 31, '97, ATL @ ORL",22,1,30,472,77,202,18,46,55,65,9,45,34,15,11,30,73,227,0.381,0.391,0.846,15.7,7.6,1.5,1.1,1998
25,26,Derek Grimm,"Nov 1, '97, SAC @ VAN",23,1,9,34,4,14,4,12,2,2,0,4,0,3,1,3,6,14,0.286,0.333,1.0,3.8,1.6,0.4,0.0,1998
26,27,Reggie Hanson,"Mar 27, '98, BOS @ NJN",29,1,8,26,3,6,0,0,0,0,3,6,1,2,1,3,8,6,0.5,,,3.3,0.8,0.8,0.1,1998
27,28,Cedric Henderson,"Oct 31, '97, CLE @ HOU",22,1,82,2527,348,725,0,4,136,190,71,325,168,96,45,165,238,832,0.48,0.0,0.716,30.8,10.1,4.0,2.0,1998
28,29,Jerald Honeycutt,"Oct 31, '97, MIL @ PHI",23,1,38,530,90,221,29,77,36,58,27,93,33,20,6,49,83,245,0.407,0.377,0.621,13.9,6.4,2.4,0.9,1998
29,30,Troy Hudson,"Oct 31, '97, UTA @ LAL",21,1,8,23,6,14,0,3,0,0,1,2,4,2,0,1,1,12,0.429,0.0,,2.9,1.5,0.3,0.5,1998
30,31,Zydrunas Ilgauskas,"Oct 31, '97, CLE @ HOU",22,1,82,2379,454,876,1,4,230,302,279,723,71,52,135,146,288,1139,0.518,0.25,0.762,29.0,13.9,8.8,0.9,1998
31,32,Bobby Jackson,"Oct 31, '97, DEN vs. SAS",24,1,68,2042,310,791,21,81,149,183,78,302,317,105,11,184,160,790,0.392,0.259,0.814,30.0,11.6,4.4,4.7,1998
32,33,Anthony Johnson,"Nov 1, '97, SAC @ VAN",23,1,77,2266,226,609,42,128,80,110,51,171,329,64,6,120,188,574,0.371,0.328,0.727,29.4,7.5,2.2,4.3,1998
33,34,Dontae' Jones,"Nov 2, '97, BOS vs. ORL",22,1,15,91,19,57,6,23,0,0,3,9,5,2,3,11,12,44,0.333,0.261,,6.1,2.9,0.6,0.3,1998
34,35,Brevin Knight,"Oct 31, '97, CLE @ HOU",22,1,80,2483,261,592,0,7,201,251,67,253,656,196,18,194,271,723,0.441,0.0,0.801,31.0,9.0,3.2,8.2,1998
35,36,Rusty LaRue,"Nov 20, '97, CHI @ PHO",24,1,14,140,20,49,4,16,5,8,1,8,5,3,1,6,12,49,0.408,0.25,0.625,10.0,3.5,0.6,0.4,1998
36,37,Jason Lawson,"Dec 11, '97, ORL @ DAL",23,1,17,80,9,15,0,0,8,10,8,27,5,4,4,2,14,26,0.6,,0.8,4.7,1.5,1.6,0.3,1998
37,38,Michael McDonald,"Jan 27, '98, CHH vs. PHO",28,1,1,4,0,0,0,0,0,0,1,1,0,0,0,2,1,0,,,,4.0,0.0,1.0,0.0,1998
38,39,Tracy McGrady*,"Oct 31, '97, TOR @ MIA",18,1,64,1179,179,398,14,41,79,111,105,269,98,49,61,66,86,451,0.45,0.341,0.712,18.4,7.0,4.2,1.5,1998
39,40,Ron Mercer,"Oct 31, '97, BOS vs. CHI",21,1,80,2662,515,1145,3,28,188,224,109,280,176,125,17,132,213,1221,0.45,0.107,0.839,33.3,15.3,3.5,2.2,1998
40,41,Marko Milič,"Nov 26, '97, PHO vs. NJN",20,1,33,163,39,64,3,6,11,17,10,25,12,10,0,21,17,92,0.609,0.5,0.647,4.9,2.8,0.8,0.4,1998
41,42,Jeff Nordgaard,"Oct 31, '97, MIL @ PHI",24,1,13,48,5,18,0,0,8,9,4,14,3,2,0,3,7,18,0.278,,0.889,3.7,1.4,1.1,0.2,1998
42,43,Charles O'Bannon,"Nov 15, '97, DET vs. NJN",22,1,30,234,26,69,0,3,12,15,14,33,17,9,1,9,15,64,0.377,0.0,0.8,7.8,2.1,1.1,0.6,1998
43,44,Kevin Ollie,"Oct 31, '97, DAL @ VAN",25,1,35,430,37,98,0,1,49,70,9,39,65,13,0,44,31,123,0.378,0.0,0.7,12.3,3.5,1.1,1.9,1998
44,45,Anthony Parker,"Dec 7, '97, PHI vs. NYK",22,1,37,196,25,63,9,28,13,20,8,26,19,11,3,11,17,72,0.397,0.321,0.65,5.3,1.9,0.7,0.5,1998
45,46,Scot Pollard,"Oct 31, '97, DET vs. WAS",22,1,33,317,35,70,0,0,19,23,34,74,9,8,10,12,48,89,0.5,,0.826,9.6,2.7,2.2,0.3,1998
46,47,Mark Pope,"Nov 8, '97, IND @ CHH",25,1,28,193,14,41,1,3,10,17,9,26,7,3,6,10,36,39,0.341,0.333,0.588,6.9,1.4,0.9,0.3,1998
47,48,Rodrick Rhodes,"Oct 31, '97, HOU vs. CLE",24,1,58,1070,112,305,2,8,111,180,28,70,110,62,10,97,125,337,0.367,0.25,0.617,18.4,5.8,1.2,1.9,1998
48,49,Shea Seals,"Mar 2, '98, LAL @ WAS",22,1,4,9,1,8,0,3,2,4,3,4,0,1,0,0,1,4,0.125,0.0,0.5,2.3,1.0,1.0,0.0,1998
49,50,God Shammgod,"Oct 31, '97, WAS @ DET",21,1,20,146,19,58,0,2,23,30,2,7,36,7,1,21,27,61,0.328,0.0,0.767,7.3,3.1,0.4,1.8,1998
50,51,Charles Smith,"Nov 11, '97, MIA vs. SAC",22,1,34,292,49,125,15,47,6,11,13,27,21,12,6,27,24,119,0.392,0.319,0.545,8.6,3.5,0.8,0.6,1998
51,52,Kebu Stewart,"Dec 30, '97, PHI @ POR",24,1,15,110,12,26,0,0,16,25,9,31,2,5,2,8,13,40,0.462,,0.64,7.3,2.7,2.1,0.1,1998
52,53,Michael Stewart,"Nov 1, '97, SAC @ VAN",22,1,81,1761,155,323,0,0,65,142,197,536,61,29,195,85,251,375,0.48,,0.458,21.7,4.6,6.6,0.8,1998
53,54,Ed Stokes,"Nov 12, '97, TOR vs. NYK",26,1,4,17,1,3,0,0,1,2,1,4,1,1,2,2,4,3,0.333,,0.5,4.3,0.8,1.0,0.3,1998
54,55,Johnny Taylor,"Nov 30, '97, ORL @ SEA",23,1,12,108,13,37,1,2,11,16,4,13,1,3,2,8,22,38,0.351,0.5,0.688,9.0,3.2,1.1,0.1,1998
55,56,Maurice Taylor,"Oct 31, '97, LAC @ PHO",21,1,71,1513,321,675,0,1,173,244,118,296,53,34,40,107,222,815,0.476,0.0,0.709,21.3,11.5,4.2,0.7,1998
56,57,John Thomas,"Oct 31, '97, BOS vs. CHI",22,1,54,535,55,113,0,0,41,54,48,106,17,22,12,46,97,151,0.487,,0.759,9.9,2.8,2.0,0.3,1998
57,58,Tim Thomas,"Oct 31, '97, PHI vs. MIL",20,1,77,1779,306,684,62,171,171,231,107,288,90,54,17,118,185,845,0.447,0.363,0.74,23.1,11.0,3.7,1.2,1998
58,59,Keith Van Horn,"Dec 5, '97, NJN vs. PHI",22,1,62,2325,446,1047,69,224,258,305,142,408,106,64,25,164,216,1219,0.426,0.308,0.846,37.5,19.7,6.6,1.7,1998
59,60,Jacque Vaughn,"Oct 31, '97, UTA @ LAL",22,1,45,419,44,122,3,8,48,68,4,38,84,9,1,56,63,139,0.361,0.375,0.706,9.3,3.1,0.8,1.9,1998
60,61,Eric Washington,"Nov 1, '97, DEN @ UTA",23,1,66,1539,201,498,44,137,65,83,47,127,78,53,25,72,143,511,0.404,0.321,0.783,23.3,7.7,1.9,1.2,1998
61,62,Bubba Wells,"Nov 1, '97, DAL @ SEA",23,1,39,395,48,116,1,6,31,43,22,68,34,15,4,31,40,128,0.414,0.167,0.721,10.1,3.3,1.7,0.9,1998
62,63,DeJuan Wheat,"Oct 31, '97, MIN vs. GSW",24,1,34,150,20,50,8,17,9,15,3,11,25,6,1,9,12,57,0.4,0.471,0.6,4.4,1.7,0.3,0.7,1998
63,64,Alvin Williams,"Nov 4, '97, POR vs. MIN",23,1,54,1071,125,282,9,28,65,90,24,81,103,38,3,58,79,324,0.443,0.321,0.722,19.8,6.0,1.5,1.9,1998
64,65,Brandon Williams,"Feb 10, '98, GSW vs. WAS",22,1,9,140,16,50,3,9,2,4,4,15,3,6,3,9,18,37,0.32,0.333,0.5,15.6,4.1,1.7,0.3,1998
65,66,Travis Williams,"Nov 15, '97, CHH vs. LAC",28,1,39,365,56,119,0,1,24,46,53,92,20,18,5,30,55,136,0.471,0.0,0.522,9.4,3.5,2.4,0.5,1998
0,1,Peter Aluma,"Feb 5, '99, SAC @ SAS",25,1,2,5,1,2,0,0,0,0,1,2,0,1,1,2,4,2,0.5,,,2.5,1.0,1.0,0.0,1999
1,2,Toby Bailey,"Feb 5, '99, PHO @ LAC",23,1,27,249,34,86,1,5,9,13,24,54,13,9,2,11,24,78,0.395,0.2,0.692,9.2,2.9,2.0,0.5,1999
2,3,Mark Baker,"Feb 6, '99, TOR @ WAS",29,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,,,2.0,0.0,0.0,0.0,1999
3,4,Corey Benjamin,"Feb 7, '99, CHI @ LAC",20,1,31,320,44,117,3,14,27,40,15,40,10,11,8,21,46,118,0.376,0.214,0.675,10.3,3.8,1.3,0.3,1999
4,5,Mike Bibby,"Feb 7, '99, VAN @ SAC",20,1,50,1758,260,605,15,74,127,169,30,136,325,78,5,146,122,662,0.43,0.203,0.751,35.2,13.2,2.7,6.5,1999
5,6,Earl Boykins,"Feb 7, '99, NJN vs. ATL",22,1,22,221,30,79,3,18,2,3,7,17,33,6,0,20,20,65,0.38,0.167,0.667,10.0,3.0,0.8,1.5,1999
6,7,Gerald Brown,"Feb 5, '99, PHO @ LAC",23,1,33,236,33,89,3,10,11,14,5,22,31,5,1,22,21,80,0.371,0.3,0.786,7.2,2.4,0.7,0.9,1999
7,8,Cory Carr,"Feb 5, '99, CHI @ UTA",23,1,42,624,71,216,5,30,24,32,8,49,66,21,7,46,66,171,0.329,0.167,0.75,14.9,4.1,1.2,1.6,1999
8,9,Vince Carter,"Feb 5, '99, TOR @ BOS",22,1,50,1760,345,766,19,66,204,268,94,283,149,55,77,110,140,913,0.45,0.288,0.761,35.2,18.3,5.7,3.0,1999
9,10,Keon Clark,"Feb 5, '99, DEN vs. MIN",23,1,28,409,36,80,0,1,21,37,36,96,10,10,31,21,52,93,0.45,0.0,0.568,14.6,3.3,3.4,0.4,1999
10,11,Kornél Dávid,"Feb 5, '99, CHI @ UTA",27,1,50,902,109,243,0,1,90,111,70,173,40,23,17,48,88,308,0.449,0.0,0.811,18.0,6.2,3.5,0.8,1999
11,12,Ricky Davis,"Feb 5, '99, CHH vs. PHI",19,1,46,557,81,200,2,12,45,59,40,84,58,30,7,54,46,209,0.405,0.167,0.763,12.1,4.5,1.8,1.3,1999
12,13,Michael Dickerson,"Feb 5, '99, HOU @ LAL",23,1,50,1558,215,462,71,164,46,72,26,83,95,27,11,66,90,547,0.465,0.433,0.639,31.2,10.9,1.7,1.9,1999
13,14,Michael Doleac,"Feb 5, '99, ORL vs. NYK",21,1,49,780,125,267,0,0,54,80,66,148,20,19,17,26,117,304,0.468,,0.675,15.9,6.2,3.0,0.4,1999
14,15,Bryce Drew,"Feb 5, '99, HOU @ LAL",24,1,34,441,47,129,16,49,8,8,3,32,52,12,4,31,61,118,0.364,0.327,1.0,13.0,3.5,0.9,1.5,1999
15,16,Marlon Garnett,"Feb 5, '99, BOS vs. TOR",23,1,24,205,15,51,6,23,15,20,3,21,18,5,1,12,18,51,0.294,0.261,0.75,8.5,2.1,0.9,0.8,1999
16,17,Pat Garrity,"Feb 5, '99, PHO @ LAC",22,1,39,538,85,170,7,18,40,56,26,75,18,8,3,20,62,217,0.5,0.389,0.714,13.8,5.6,1.9,0.5,1999
17,18,Paul Grant,"Feb 5, '99, MIN @ DEN",25,1,6,13,2,6,0,0,0,0,1,1,0,1,0,2,4,4,0.333,,,2.2,0.7,0.2,0.0,1999
18,19,Matt Harpring,"Feb 5, '99, ORL vs. NYK",22,1,50,1114,148,320,10,25,102,143,88,214,45,30,6,73,112,408,0.463,0.4,0.713,22.3,8.2,4.3,0.9,1999
19,20,Al Harrington,"Feb 5, '99, IND vs. WAS",18,1,21,160,18,56,0,5,9,15,20,39,5,4,2,11,26,45,0.321,0.0,0.6,7.6,2.1,1.9,0.2,1999
20,21,J.R. Henderson,"Feb 7, '99, VAN @ SAC",22,1,30,331,35,96,2,5,25,45,20,47,22,9,4,18,29,97,0.365,0.4,0.556,11.0,3.2,1.6,0.7,1999
21,22,Larry Hughes,"Feb 5, '99, PHI @ CHH",20,1,50,988,170,414,8,52,107,151,83,189,77,44,14,68,97,455,0.411,0.154,0.709,19.8,9.1,3.8,1.5,1999
22,23,Randell Jackson,"Feb 5, '99, WAS @ IND",23,1,27,271,46,108,1,7,21,32,30,54,8,3,11,26,29,114,0.426,0.143,0.656,10.0,4.2,2.0,0.3,1999
23,24,Sam Jacobson,"Feb 11, '99, LAL @ MIN",23,1,2,12,3,5,0,1,2,2,0,3,0,0,0,1,2,8,0.6,0.0,1.0,6.0,4.0,1.5,0.0,1999
24,25,Jerome James,"Feb 5, '99, SAC @ SAS",23,1,16,42,9,24,0,0,6,12,6,17,1,2,6,9,11,24,0.375,,0.5,2.6,1.5,1.1,0.1,1999
25,26,Antawn Jamison,"Feb 6, '99, GSW vs. HOU",22,1,47,1058,178,394,3,10,90,153,131,301,34,38,16,68,102,449,0.452,0.3,0.588,22.5,9.6,6.4,0.7,1999
26,27,Charles Jones,"Feb 16, '99, CHI vs. ATL",23,1,29,476,39,123,19,61,11,22,9,42,41,18,5,29,30,108,0.317,0.311,0.5,16.4,3.7,1.4,1.4,1999
27,28,Damon Jones,"Feb 15, '99, NJN @ MIA",22,1,24,344,43,119,25,62,14,17,6,44,42,13,0,17,23,125,0.361,0.403,0.824,14.3,5.2,1.8,1.8,1999
28,29,Jonathan Kerner,"Mar 11, '99, ORL @ DAL",24,1,1,5,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0.0,,,5.0,0.0,0.0,0.0,1999
29,30,Gerard King,"Feb 5, '99, SAS vs. SAC",26,1,19,63,6,14,0,0,11,18,6,14,4,2,1,4,12,23,0.429,,0.611,3.3,1.2,0.7,0.2,1999
30,31,Raef LaFrentz,"Feb 5, '99, DEN vs. MIN",22,1,12,387,59,129,12,31,36,48,33,91,8,9,17,9,38,166,0.457,0.387,0.75,32.3,13.8,7.6,0.7,1999
31,32,Rashard Lewis,"Feb 9, '99, SEA vs. GSW",19,1,20,145,19,52,1,6,8,14,13,25,4,8,1,20,19,47,0.365,0.167,0.571,7.3,2.4,1.3,0.2,1999
32,33,Felipe López,"Feb 7, '99, VAN @ SAC",24,1,47,1218,169,379,12,44,87,135,69,166,62,49,14,82,128,437,0.446,0.273,0.644,25.9,9.3,3.5,1.3,1999
33,34,Tyronn Lue,"Feb 11, '99, LAL @ MIN",21,1,15,188,28,65,7,16,12,21,2,6,25,5,0,11,28,75,0.431,0.438,0.571,12.5,5.0,0.4,1.7,1999
34,35,Sean Marks,"Mar 16, '99, TOR vs. NJN",23,1,8,28,5,8,0,0,1,2,0,1,0,1,0,3,3,11,0.625,,0.5,3.5,1.4,0.1,0.0,1999
35,36,Kelly McCarty,"Apr 14, '99, DEN vs. NJN",23,1,2,4,2,3,0,0,0,0,2,3,0,0,0,2,0,4,0.667,,,2.0,2.0,1.5,0.0,1999
36,37,Jelani McCoy,"Feb 9, '99, SEA vs. GSW",21,1,26,331,56,76,0,0,21,42,27,79,4,11,20,10,42,133,0.737,,0.5,12.7,5.1,3.0,0.2,1999
37,38,Roshown McLeod,"Feb 11, '99, ATL vs. CHH",23,1,34,348,62,163,1,10,37,45,12,50,14,2,1,23,24,162,0.38,0.1,0.822,10.2,4.8,1.5,0.4,1999
38,39,Brad Miller,"Feb 5, '99, CHH vs. PHI",22,1,38,469,78,138,1,2,81,102,35,117,22,9,18,32,65,238,0.565,0.5,0.794,12.3,6.3,3.1,0.6,1999
39,40,Cuttino Mobley,"Feb 6, '99, HOU @ GSW",23,1,49,1456,172,405,53,148,90,110,22,111,121,44,23,79,98,487,0.425,0.358,0.818,29.7,9.9,2.3,2.5,1999
40,41,Nazr Mohammed,"Feb 5, '99, PHI @ CHH",21,1,26,121,15,42,0,0,12,21,18,37,2,5,4,12,22,42,0.357,,0.571,4.7,1.6,1.4,0.1,1999
41,42,Mikki Moore,"Feb 16, '99, DET @ NJN",23,1,2,6,1,1,0,0,2,2,0,1,0,0,0,0,0,4,1.0,,1.0,3.0,2.0,0.5,0.0,1999
42,43,Makhtar N'Diaye,"Apr 12, '99, VAN @ UTA",25,1,4,27,1,4,0,0,3,4,3,5,1,0,1,1,9,5,0.25,,0.75,6.8,1.3,1.3,0.3,1999
43,44,Tyrone Nesby,"Feb 5, '99, LAC vs. PHO",23,1,50,1288,182,405,35,96,104,133,57,175,82,77,20,53,143,503,0.449,0.365,0.782,25.8,10.1,3.5,1.6,1999
44,45,Rasho Nesterović,"May 4, '99, MIN @ HOU",22,1,2,30,3,12,0,0,2,2,3,8,1,0,0,1,5,8,0.25,,1.0,15.0,4.0,4.0,0.5,1999
45,46,Dirk Nowitzki,"Feb 5, '99, DAL @ SEA",20,1,47,958,136,336,14,68,99,128,41,162,47,29,27,73,105,385,0.405,0.206,0.773,20.4,8.2,3.4,1.0,1999
46,47,Michael Olowokandi,"Feb 5, '99, LAC vs. PHO",23,1,45,1279,172,399,0,0,57,118,120,357,25,27,55,85,137,401,0.431,,0.483,28.4,8.9,7.9,0.6,1999
47,48,Andrae Patterson,"Feb 5, '99, MIN @ DEN",23,1,35,284,43,97,0,5,28,36,30,65,15,19,7,22,62,114,0.443,0.0,0.778,8.1,3.3,1.9,0.4,1999
48,49,Ruben Patterson,"Feb 5, '99, LAL vs. HOU",23,1,24,144,21,51,1,6,22,31,17,30,2,5,3,12,16,65,0.412,0.167,0.71,6.0,2.7,1.3,0.1,1999
49,50,Paul Pierce*,"Feb 5, '99, BOS vs. TOR",21,1,48,1632,284,647,84,204,139,195,117,309,115,82,50,113,139,791,0.439,0.412,0.713,34.0,16.5,6.4,2.4,1999
50,51,Casey Shaw,"Feb 5, '99, PHI @ CHH",23,1,9,14,1,8,0,0,0,0,3,3,0,0,0,2,2,2,0.125,,,1.6,0.2,0.3,0.0,1999
51,52,Jeff Sheppard,"Feb 5, '99, ATL vs. CLE",24,1,18,185,15,39,2,7,8,13,6,22,16,3,0,7,12,40,0.385,0.286,0.615,10.3,2.2,1.2,0.9,1999
52,53,Miles Simon,"Feb 8, '99, ORL vs. BOS",23,1,5,19,1,5,0,2,0,0,1,2,0,1,0,3,1,2,0.2,0.0,,3.8,0.4,0.4,0.0,1999
53,54,Alvin Sims,"Apr 28, '99, PHO @ MIN",24,1,4,25,4,10,1,1,2,5,3,4,5,2,0,6,2,11,0.4,1.0,0.4,6.3,2.8,1.0,1.3,1999
54,55,Brian Skinner,"Feb 27, '99, LAC vs. ATL",22,1,21,258,33,71,0,0,20,33,20,53,1,10,13,19,20,86,0.465,,0.606,12.3,4.1,2.5,0.0,1999
55,56,Ryan Stack,"Feb 18, '99, CLE vs. NYK",23,1,18,199,14,37,0,0,19,20,19,34,5,2,11,9,31,47,0.378,,0.95,11.1,2.6,1.9,0.3,1999
56,57,Vladimir Stepania,"Feb 9, '99, SEA vs. GSW",22,1,23,313,53,125,0,3,21,40,27,75,12,10,23,32,58,127,0.424,0.0,0.525,13.6,5.5,3.3,0.5,1999
57,58,Peja Stojaković,"Feb 5, '99, SAC @ SAS",21,1,48,1025,141,373,57,178,63,74,43,143,72,41,7,53,43,402,0.378,0.32,0.851,21.4,8.4,3.0,1.5,1999
58,59,Bruno Šundov,"Apr 21, '99, DAL @ HOU",18,1,3,11,2,7,0,0,0,0,0,0,1,0,0,1,4,4,0.286,,,3.7,1.3,0.0,0.3,1999
59,60,Robert Traylor,"Feb 6, '99, MIL @ CHH",21,1,49,786,108,201,0,1,43,80,80,182,38,44,44,42,140,259,0.537,0.0,0.538,16.0,5.3,3.7,0.8,1999
60,61,Bonzi Wells,"Feb 8, '99, POR @ VAN",22,1,7,35,11,20,1,3,8,18,4,9,3,1,1,6,5,31,0.55,0.333,0.444,5.0,4.4,1.3,0.4,1999
61,62,Tyson Wheeler,"Feb 8, '99, DEN @ HOU",23,1,1,3,1,1,1,1,1,2,0,0,2,0,0,0,1,4,1.0,1.0,0.5,3.0,4.0,0.0,2.0,1999
62,63,Jahidi White,"Feb 5, '99, WAS @ IND",22,1,20,191,17,32,0,0,15,35,23,58,1,3,11,16,39,49,0.531,,0.429,9.6,2.5,2.9,0.1,1999
63,64,Jason Williams,"Feb 5, '99, SAC @ SAS",23,1,50,1805,231,617,100,323,79,105,14,153,299,95,1,143,91,641,0.374,0.31,0.752,36.1,12.8,3.1,6.0,1999
64,65,Shammond Williams,"Feb 5, '99, ATL vs. CLE",23,1,2,4,0,1,0,0,3,4,0,0,1,0,0,0,0,3,0.0,,0.75,2.0,1.5,0.0,0.5,1999
65,66,Trevor Winter,"Mar 16, '99, MIN vs. LAL",25,1,1,5,0,0,0,0,0,0,1,3,0,0,0,0,5,0,,,,5.0,0.0,3.0,0.0,1999
66,67,Korleone Young,"Mar 10, '99, DET @ WAS",20,1,3,15,5,10,1,4,2,2,2,4,1,0,0,1,3,13,0.5,0.25,1.0,5.0,4.3,1.3,0.3,1999
0,1,Rafer Alston,"Feb 17, '00, MIL vs. IND",23,1,27,361,27,95,3,14,3,4,5,23,70,12,0,29,29,60,0.284,0.214,0.75,13.4,2.2,0.9,2.6,2000
1,2,Chucky Atkins,"Nov 2, '99, ORL @ CHH",25,1,82,1626,314,741,57,163,97,133,20,126,306,52,3,142,137,782,0.424,0.35,0.729,19.8,9.5,1.5,3.7,2000
2,3,William Avery,"Nov 13, '99, MIN vs. PHO",20,1,59,484,56,181,18,63,24,36,8,40,88,14,2,42,60,154,0.309,0.286,0.667,8.2,2.6,0.7,1.5,2000
3,4,Jonathan Bender,"Dec 10, '99, IND vs. CLE",19,1,24,130,23,70,2,12,16,24,4,21,3,1,5,7,18,64,0.329,0.167,0.667,5.4,2.7,0.9,0.1,2000
4,5,Calvin Booth,"Mar 25, '00, WAS @ DAL",23,1,11,143,16,46,0,0,10,14,15,32,7,3,14,6,23,42,0.348,,0.714,13.0,3.8,2.9,0.6,2000
5,6,Lazaro Borrell,"Nov 11, '99, SEA @ CLE",27,1,17,167,28,63,0,3,6,11,14,40,10,6,3,6,9,62,0.444,0.0,0.545,9.8,3.6,2.4,0.6,2000
6,7,Cal Bowdler,"Nov 2, '99, ATL @ WAS",22,1,46,423,49,115,0,1,24,38,22,85,14,14,9,21,46,122,0.426,0.0,0.632,9.2,2.7,1.8,0.3,2000
7,8,Ryan Bowen,"Nov 2, '99, DEN vs. PHO",24,1,52,589,46,117,1,9,38,53,75,114,20,39,13,14,95,131,0.393,0.111,0.717,11.3,2.5,2.2,0.4,2000
8,9,Ira Bowman,"Feb 25, '00, PHI @ MIL",26,1,11,20,2,2,0,0,1,2,0,2,1,1,0,1,0,5,1.0,,0.5,1.8,0.5,0.2,0.1,2000
9,10,A.J. Bramlett,"Dec 7, '99, CLE @ TOR",23,1,8,61,4,21,0,0,0,0,12,22,0,1,0,3,13,8,0.19,,,7.6,1.0,2.8,0.0,2000
10,11,Elton Brand,"Nov 3, '99, CHI vs. NYK",20,1,81,2999,630,1306,0,2,367,536,348,810,155,66,132,228,259,1627,0.482,0.0,0.685,37.0,20.1,10.0,1.9,2000
11,12,Greg Buckner,"Jan 6, '00, DAL vs. UTA",23,1,48,923,111,233,10,26,43,63,56,174,55,38,20,36,148,275,0.476,0.385,0.683,19.2,5.7,3.6,1.1,2000
12,13,Rodney Buford,"Nov 2, '99, MIA vs. DET",22,1,34,386,62,151,7,29,16,22,10,48,21,10,8,9,44,147,0.411,0.241,0.727,11.4,4.3,1.4,0.6,2000
13,14,Anthony Carter,"Nov 2, '99, MIA vs. DET",24,1,79,1859,201,509,3,23,93,124,48,199,378,93,5,173,167,498,0.395,0.13,0.75,23.5,6.3,2.5,4.8,2000
14,15,John Celestand,"Nov 15, '99, LAL @ PHO",22,1,16,185,15,45,2,9,5,6,1,11,20,7,0,16,22,37,0.333,0.222,0.833,11.6,2.3,0.7,1.3,2000
15,16,Vonteego Cummings,"Nov 2, '99, GSW @ DAL",23,1,75,1793,265,655,49,151,127,169,57,184,247,91,13,132,174,706,0.405,0.325,0.751,23.9,9.4,2.5,3.3,2000
16,17,Baron Davis,"Nov 2, '99, CHH vs. ORL",20,1,82,1523,182,433,25,111,97,153,48,165,309,97,19,140,201,486,0.42,0.225,0.634,18.6,5.9,2.0,3.8,2000
17,18,Derrick Dial,"Mar 6, '00, SAS vs. NJN",24,1,8,95,17,46,3,12,3,5,14,26,5,1,1,6,10,40,0.37,0.25,0.6,11.9,5.0,3.3,0.6,2000
18,19,Obinna Ekezie,"Nov 2, '99, VAN vs. POR",24,1,39,351,41,88,0,0,43,64,34,92,8,9,4,26,61,125,0.466,,0.672,9.0,3.2,2.4,0.2,2000
19,20,Evan Eschmeyer,"Jan 4, '00, NJN @ IND",24,1,31,373,38,72,0,0,15,30,40,108,21,8,21,21,84,91,0.528,,0.5,12.0,2.9,3.5,0.7,2000
20,21,Jeff Foster,"Nov 4, '99, IND @ CHH",23,1,19,86,13,23,0,1,17,25,12,32,5,5,1,2,18,43,0.565,0.0,0.68,4.5,2.3,1.7,0.3,2000
21,22,Steve Francis,"Nov 2, '99, HOU vs. MIL",22,1,77,2776,497,1117,107,310,287,365,152,409,507,118,29,306,231,1388,0.445,0.345,0.786,36.1,18.0,5.3,6.6,2000
22,23,Devean George,"Nov 2, '99, LAL @ UTA",22,1,49,345,56,144,16,47,27,41,29,75,12,10,4,21,54,155,0.389,0.34,0.659,7.0,3.2,1.5,0.2,2000
